dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
Historische Stadtpläne,Stadtplan - Stadtpläne,Stadtplan,Stadtpläne,"Die Stadtpläne gehen zurück bis in das 18. Jahrhundert. Da Duisburg erst seit 1975 mit der Eingemeindung der linken Rheinseite und Walsum in der heutigen Form existiert, sind die Karten nicht immer für das ganze Stadtgebiet vorhanden. Wenn Stadtpläne der damals unabhängigen Stadtteile (Rheinhausen, Homberg, Hamborn, Duisburg, etc.) in nah beieinander liegenden Zeiträumen vorliegen, wurden die Karten miteinander verschnitten.Damit wird versucht, auch in älteren Zeiträumen eine möglichst flächendeckende Abbildung des heutigen Stadtgebietes zu erreichen. In Zusammenarbeit mit dem Stadtarchiv wird der historische Karteninhalt kontinuierlich weiter ausgebaut, so dass wir diesem Ziel immer ein Stück näher kommen.Da es sich bei Stadtplänen und sonstigen Gemeindekarten um sogenannte “Thematische Karten“ handelt, die zu dem noch in unterschiedlichen Maßstäben ausgegeben wurden, ist eine exakte Präsentation der Lage (z.B. eines Gebäudes) nicht möglich. Weiterhin kann es bei dem historischem Kartenmaterial zu unterschiedlichen Genauigkeiten innerhalb des Kartenbildes kommen. Dies gilt besonders für die Abbildung von Kartenflächen außerhalb der jeweiligen Gemeindegrenze.Eine Übersicht aller zusammengefassten und einzelnen Jahrgänge kann der PDF-Datei „Historische Kartenübersicht Stadtplan“ entnommen werden.Bei dem voreingestellten Ausschnitt der Stadtpläne, der über den Button 'Go to resource' aufgerufen werden kann, handelt es sich nur um einen kleinen Bereich der zur Verfügung stehenden Daten. Über die Anpassung der Bounding Box (Parameter BBOX in der URL) kann der dargestellte Ausschnitt angepasst werden.Das Historische GEO Portal können Sie hier aufrufen: Historisches GEO Portal",f4e7bac4-b083-472b-8fd7-9b0486dd9e3e,Creative Commons Namensnennung (CC-BY),,2020-01-28T04:53:38.680305,Duisburg,https://open.nrw/dataset/historische-stadtplaene-du,,,,,
Hitzeinseln,Wetter - Hitze,Wetter,Hitze,"Die Stadt Duisburg hat in einer Klimaanalyse aus dem Jahre 2010, die immer noch aktuell ist, die Bereiche der „Hitzeinseln“ auf dem Stadtgebiet definiert . Diese Bereiche sind besonders vom Klimawandel betroffen. Als Maßnahme zur Klimaanpassung wird eine Dach- und Fassadenbegrünung in diesen Bereichen empfohlen. Aber auch an anderen Gebäuden ist es hilfreich, Dach und Fassade zu begrünen, um Hitzeauswirkungen zu reduzieren. ",9cb4b212-14ce-4f8f-bace-3a2c98bd1fbb,Creative Commons Namensnennung (CC-BY),,2020-01-28T04:55:50.557842,Duisburg,https://open.nrw/dataset/hitzeinseln-du,,,,,
Hochschulen und Wissenschaftseinrichtungen,Hochschulen - Gebäude,Hochschulen,Gebäude,"Auflistung der Hochschulen und Wissenschaftseinrichtungen in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li>	<li>EXTINFO ( type: esriFieldTypeString , alias: EXTINFO , length: 255 )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur Kartendarstellung",2270c484-9245-4920-885d-e85b65261508,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport,Wissenschaft und Technologie",2020-01-28T04:52:40.357907,Duisburg,https://open.nrw/dataset/hochschulen-und-wissenschaftseinrichtungen-du,,,,,
Kommunalwahlbezirke,Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Kommunalwahlbezirke in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li><li>KWB ( type: esriFieldTypeInteger , alias: KWB )</li><li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li><li>SHAPE.AREA ( type: esriFieldTypeDouble , alias: SHAPE.AREA )</li><li>SHAPE.LEN ( type: esriFieldTypeDouble , alias: SHAPE.LEN )</li></ul>",098370e2-2a6b-4997-b205-9a69b0793f65,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:52:04.705199,Duisburg,https://open.nrw/dataset/kommunalwahlbezirke-du,,,,,
Konjunkturbericht Niederrhein,Wirtschaft - Meldungen,Wirtschaft,Meldungen,"Der Konjunkturreport der Niederrheinischen Industrie- und Handelskammer liefert die einzige umfassende Gesamtdarstellung der konjunkturellen Entwicklung der Region. Die Fragen an die Unternehmen erstrecken sich auf die Beurteilung der aktuellen Geschäftslage, Zukunftsaussichten, Auftragseingänge, Auslandsgeschäfte, Investitionen, Beschäftigung sowie Risiken für die wirtschaftliche Entwicklung des Unternehmens. Hinzu kommen wechselnde Sonderthemen. Befragt werden alle Branchen: Industrie, Groß- und Einzelhandel sowie das Dienstleistungsgewerbe.",be3f82ed-432b-41d6-96cb-8df814d50914,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:56:02.555913,Duisburg,https://open.nrw/dataset/konjunkturbericht-niederrhein-du,,,,,
"Krankenhäuser, Tages- und Tierkliniken",Gesundheitseinrichtungen - Krankenhäuser,Gesundheitseinrichtungen,Krankenhäuser,"Auflistung der Krankenhäuser,Tages- und Tierkliniken in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li>	<li>EXTINFO ( type: esriFieldTypeString , alias: EXTINFO , length: 255 )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur Kartendarstellung.",84fb4b58-93eb-403d-9990-2c667b5c8a95,Creative Commons Namensnennung (CC-BY),Gesundheit,2020-01-28T04:53:03.388272,Duisburg,https://open.nrw/dataset/krankenhaeuser-tages-und-tierkliniken-du,,,,,
Landtagswahlkreise,Wahlen - Wahlkreise,Wahlen,Wahlkreise,"Landtagswahlkreise in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li><li>LWK ( type: esriFieldTypeInteger , alias: LWK )</li><li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li><li>SHAPE.AREA ( type: esriFieldTypeDouble , alias: SHAPE.AREA )</li><li>SHAPE.LEN ( type: esriFieldTypeDouble , alias: SHAPE.LEN )</li></ul>",81350ae3-c0dc-419d-a224-c7efa1555074,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:52:13.147866,Duisburg,https://open.nrw/dataset/landtagswahlkreise-du,,,,,
Museen - Standorte,Museen - Einrichtungen,Museen,Einrichtungen,"Georeferenzierte Auflistung von Duisburger Museen.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li>	<li>EXTINFO ( type: esriFieldTypeString , alias: EXTINFO , length: 255 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur Kartendarstellung",fe19d605-df7f-45bb-a5ea-e3a528b7369c,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport,Wissenschaft und Technologie",2020-01-28T04:53:37.622087,Duisburg,https://open.nrw/dataset/museen-standorte-du,,,,,
Natürliche und räumliche Bewegungen,Bevölkerung - Demografie,Bevölkerung,Demografie,"Geburten, Sterbefälle, Fortzüge, Zuzüge und UmzügeGebietsgliederung: OrtsteilsebeneQuelle: Einwohnermeldedatei; Auswertung Stabstelle für Wahlen und Informationslogistik",444a16f2-cdd5-4030-9517-e89f0eeb9175,Creative Commons Namensnennung (CC-BY),Bevölkerung und Gesellschaft,2020-01-28T04:54:11.218605,Duisburg,https://open.nrw/dataset/natuerliche-und-raeumliche-bewegungen-du,,,,,
Niederrhein in Zahlen,Wirtschaft - Meldungen,Wirtschaft,Meldungen,"Die Broschüre „Der Niederrhein in Zahlen"" bietet einen kompakten Überblick über die aktuelle Wirtschaftslage sowie Entwicklungen und Trends am Niederrhein. Sie liefert schnell verlässliche Informationen zu relevanten Themen wie z.B.:<ul><li>Wie viele Menschen leben am Niederrhein?</li><li>Wie gestaltet sich die aktuelle Gewerbeentwicklung – insgesamt und nach Branchen?</li><li>Wie hoch ist die Bruttowertschöpfung und wie hoch die Arbeitslosenzahlen in Duisburg sowie den Kreisen Wesel und Kleve?</li><li>Welche Ausbildungsberufe sind aktuell in unserem IHK-Bezirk besonders beliebt?</li><li>Wie steht es aktuell um ausgewählte Branchen und wie um die öffentlichen Finanzen am Niederrhein?</li></ul>",ddc1dbba-b8cd-4aab-8b3a-9902883bf175,Creative Commons Namensnennung (CC-BY),Bevölkerung und Gesellschaft,2020-01-28T04:56:15.347299,Duisburg,https://open.nrw/dataset/niederrhein-zahlen-du,,,,,
Ortsteile,Raumordnung - Ortsteile,Raumordnung,Ortsteile,"Kommunale Gliederung der Stadt Duisburg nach 46 Stadt-/Ortsteilen.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID  ( type: esriFieldTypeOID , alias: OBJECTID ) </li>	<li>OTNR  ( type: esriFieldTypeInteger , alias: NUMMER ) </li>	<li>OTNAME  ( type: esriFieldTypeString , alias: OTNAME , length: 50 ) </li>	<li>STBNR  ( type: esriFieldTypeString , alias: STB_GRAFIK , length: 50 ) </li>	<li>SHAPE_1  ( type: esriFieldTypeGeometry , alias: SHAPE ) </li>	<li>SHAPE_1.AREA  ( type: esriFieldTypeDouble , alias: SHAPE_1.AREA ) </li>	<li>SHAPE_1.LEN  ( type: esriFieldTypeDouble , alias: SHAPE_1.LEN ) </li></ul>Die Daten können über den folgenden Link betrachtet werden: Zur Kartendarstellung. ",59edb595-9398-40ab-ba52-5da701ea1959,Creative Commons Namensnennung (CC-BY),,2020-01-28T04:55:38.697677,Duisburg,https://open.nrw/dataset/ortsteile-du,,,,,
Personalakquise,Geschichte - Personalverzeichnis historisch,Geschichte,Personalverzeichnis historisch,"Bewerber*innen bei der Stadt Duisburg nach Postleitzahl (2018)<br />Die Statistik „Bewerber*innen bei der Stadt Duisburg nach Postleitzahl (2018)“ erfasst die Gesamtzahl aller Bewerber*innen aus dem Jahr 2018, die sich bei der Stadt Duisburg bis zum Stichtag 31.12.2018 beworben haben und gleichzeitige Ihren Wohnsitz in Duisburg haben.Die Statistik erfasst keine Bewerber*innen, die Ihren Wohnsitz nicht in Duisburg haben, da die Statistik georeferenziert anhand der Duisburger Postleitzahlen erfolgt.Die Statistik wird im JSON-, CSV- und PDF-Format zur Verfügung gestellt.Bewerber*innen bei der Stadt Duisburg von Duisburger Schulen (2018)<br />Die Statistik „Bewerber*innen bei der Stadt Duisburg von Duisburger Schulen (2018)“ erfasst die Gesamtzahl aller Bewerber*innen aus dem Jahr 2018, die sich bei der Stadt Duisburg bis zum Stichtag 31.12.2018 beworben haben und gelichzeitig zwischen Schule und Bewerbung keine andere Art der Tätigkeit, bspw. vorherige Ausbildung oder ein Studium, aufgenommen haben.Die Statistik erfasst Bewerber*innen, die Ihren Wohnsitz zwar nicht in Duisburg haben, allerdings auf eine Duisburger Schule gegangen sind, da die Statistik georeferenziert anhand der Duisburger Schulen erfolgt.Die Statistik wird im JSON- und CSV-Format zur Verfügung gestellt. ",06f667f4-a601-4ddb-837b-9c79f573c621,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:55:04.906314,Duisburg,https://open.nrw/dataset/personalakquise-du,,,,,
Rettung,Rettungsdienst - Einsätze,Rettungsdienst,Einsätze,"Auflistung von Institutionen aus dem Bereich Rettung (Polizei, Rettungsdienst, Freiwillige Feuerwehr etc.) in Duisburg. In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li>	<li>EXTINFO ( type: esriFieldTypeString , alias: EXTINFO , length: 255 )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur Kartendarstellung",c1d844cd-beed-4a6c-8843-4d99481748ff,Creative Commons Namensnennung (CC-BY),"Bevölkerung und Gesellschaft,Gesundheit",2020-01-28T04:53:14.295707,Duisburg,https://open.nrw/dataset/rettung-du,,,,,
Schulen,Schulen - Einrichtungen,Schulen,Einrichtungen,"Auflistung von Schulen in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur Kartendarstellung",fd7397b0-409d-4c78-91ee-2fae74b82c2c,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport,Wissenschaft und Technologie",2020-01-28T04:52:18.883939,Duisburg,https://open.nrw/dataset/schulen-du,,,,,
Smart City Duisburg-Workshops,Bürgerbeteiligung - Information,Bürgerbeteiligung,Information,"Die siebenteilige Auftaktreihe der städtischen Smart City-Initiative wurde im Jahr 2018 abgeschlossen. In intensiven Gesprächen haben sich  zahlreiche Teilnehmerinnen und Teilnehmer aus Wirtschaft, Bürgerschaft und Verwaltung mit kreative Ideen zu den Handlungsfeldern Wirtschaft, Bildung, Breitband &amp; 5G, Wohnen, E-Government, Infrastruktur und Mobilität eingebracht. Die Dokumentionen zu den abgeschlossenen SCD-Workshops werden im  PDF-Format zur Verfügung gestellt.",713ae32b-a2c3-46bb-87ea-4a7e51bbaf09,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:55:14.115288,Duisburg,https://open.nrw/dataset/smart-city-duisburg-workshops-du,,,,,
Sozialversicherungspflichte Beschäftigte,Bevölkerung - Arbeit,Bevölkerung,Arbeit,Sozialversicherungspflichtige Beschäftigte nach div. KategorienGebietsgliederung: OrtsteilsebeneQuelle: Statistik der Bundesagentur für Arbeit,dba56362-0297-40bb-88e5-9e5df228391f,Creative Commons Namensnennung (CC-BY),Bevölkerung und Gesellschaft,2020-01-28T04:54:52.627690,Duisburg,https://open.nrw/dataset/sozialversicherungspflichte-beschaeftigte-du,,,,,
Spiel- und Bolzplätze,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,"Auflistung von Spiel- und Bolzplätzen in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li><li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li><li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li><li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.",49f2ed64-bdf7-469c-91e3-1d86e9439d28,Creative Commons Namensnennung (CC-BY),"Bevölkerung und Gesellschaft,Bildung, Kultur und Sport",2020-01-28T04:53:01.716548,Duisburg,https://open.nrw/dataset/spiel-und-bolzplaetze-du,,,,,
Städtische Friedhöfe,Friedhöfe - Einrichtungen,Friedhöfe,Einrichtungen,"Auflistung der städtischen Friedhöfe in Duisburg.In den Daten sind folgende Attribute enthalten:<ul><li>OBJECTID ( type: esriFieldTypeOID , alias: OBJECTID )</li>	<li>BEZ ( type: esriFieldTypeString , alias: BEZ , length: 800 )</li>	<li>COL_NAME ( type: esriFieldTypeString , alias: COL_NAME , length: 50 )</li>	<li>SHAPE ( type: esriFieldTypeGeometry , alias: SHAPE )</li>	<li>ADRESSE ( type: esriFieldTypeString , alias: ADRESSE , length: 255 )</li>	<li>EXTINFO ( type: esriFieldTypeString , alias: EXTINFO , length: 255 )</li></ul>Die Daten stammen aus der Infrastrukturdatenbank der Stadt Duisburg, die auf dem Objektmodell XErleben basiert.Diese können über den folgenden Link betrachtet werden: Zur KartendarstellungWeitere Informationen erhalten Sie auf den Internetseiten der Wirtschaftsbetriebe Duisburg",8bde3aca-4d89-4926-a599-f278f238b24e,Creative Commons Namensnennung (CC-BY),Regierung und öffentlicher Sektor,2020-01-28T04:52:48.996515,Duisburg,https://open.nrw/dataset/staedtische-friedhoefe-du,,,,,
Straßen-/Winterdienst,Infrastruktur - Straßenreinigung,Infrastruktur,Straßenreinigung,"Reinigungsklassen sowie Straßenreinigungs- und Winterdienstverzeichnis mit Gültigkeit für die Jahre ab 2019.  Erläuterungen zu den Straßenreinigungs- und Winterdienststufen finden Sie in der Langfassung in der Straßenreinigungs- und Gebührensatzung, sowie in Kurzform in der Broschüre „Straßenreinigung und Winterdienst in Duisburg“, beides verfügbar auf der Website der Wirtschaftsbetriebe Duisburg – AöR.Die Daten können über den folgenden Link betrachtet werden:<ul><li>Zur Kartendarstellung: Winterdienst</li>	<li>Zur Kartendarstellung: Reinigungsklasse</li></ul>",02452d9a-99d9-4579-a86d-1d32914ad0cb,Creative Commons Namensnennung (CC-BY),,2020-01-28T04:55:35.122284,Duisburg,https://open.nrw/dataset/strassen-winterdienst-du,,,,,
Tierbestandsstatistik,Freizeit - Einrichtungen,Freizeit,Einrichtungen,Anzahl der Arten und Exemplare von Tieren des Duisburger Zoos seit 2013.Nähere Informationen finden Sie auf der Webseite des Duisburger Zoos: Zoo DuisburgInformationen bezüglich Eintrittspreisen oder Öffnungszeiten erhalten Sie direkt über den entsprechenden Link:EintrittspreisePreise JahreskarteSonderpreiseÖffnungszeiten,ff68628c-0296-4463-af53-d4ca6e32f7bd,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport,Umwelt",2020-01-28T04:55:34.080834,Duisburg,https://open.nrw/dataset/tierbestandsstatistik-du,,,,,
Umweltbelastung,Umweltschutz - Messstellen,Umweltschutz,Messstellen,"Stellt den Grad der Belastung der Einwohner durch verkehrsbedingte Luftverunreinigungen (PM10 und NO2) und Lärm dar. Der Grad der Belastung wird auf der Basis der Anzahl an Ortsteilen (insgesamt 46) als Rangwert ausgedrückt. Ein hoher Rangwert bedeutet dabei eine hohe Anzahl an betroffenen Einwohnern. Die Datengrundlage der Luftbelastung ist dabei die durch Modelle berechnete Belastungskarte (Ampelkarte) des Landesamtes für Natur, Umwelt und Verbraucherschutz (LANUV) aus dem Jahr 2009. Die Lärmbelastung basiert auf den Berechnungen im Rahmen der Umgebungslärmkartierung aus dem Jahr 2013. Hierbei wurde die Anzahl der betroffenen Einwohner bestimmt, die von Nachtpegel &gt; 55 db und Tagespegel &gt; 65 db betroffen sind.Dieser Indikator wurde im Jahr 2016 für die IHK-Projekte (Integrierte Handlungskonzepte) erstellt.",36dc78ea-f9a2-4406-bccd-012359944250,Creative Commons Namensnennung (CC-BY),Umwelt,2020-01-28T04:51:44.984924,Duisburg,https://open.nrw/dataset/umweltbelastung-du,,,,,
Vornamen,Bevölkerung - Vornamen,Bevölkerung,Vornamen,"Eine Auflistung aller für die jeweiligen Jahre vergebenen Vornamen in Duisburg.Die Spalte Anzahl beschreibt, wie oft der Name im jeweiligen Jahr vergeben wurde.",b2284663-95d7-4248-9e7a-14e1a8446304,Creative Commons Namensnennung (CC-BY),Bevölkerung und Gesellschaft,2020-01-28T04:55:25.247555,Duisburg,https://open.nrw/dataset/vornamen-du,,,,,
Weinfest,Kultur - Veranstaltungen,Kultur,Veranstaltungen,"Das Weinfest zählt zu den schönsten und beliebtesten Festen Duisburgs. Probieren und Genießen – mit Wein aus deutschen Anbaugebieten, direkt vom Winzer. Vier Tage lang vom 01. bis 04. August 2019 steht die Duisburger Innenstadt ganz unter dem Zeichen des guten Tropfens.Weitere Informationen zum Weinfest finden Sie hier:<ul><li>Duisburg Kontor </li>	<li>Stadt Duisburg</li></ul>",9defc9b1-63c4-4a4d-a33d-8594b75a873f,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport",2020-01-28T04:55:54.305173,Duisburg,https://open.nrw/dataset/weinfest-du,,,,,
WestVisions Night,Kultur - Besucherzahlen,Kultur,Besucherzahlen,"Entwicklung der Besucherzahlen der WestVisions Night (2016 - 2019)Führende Köpfe der digitalen Branche vor atemberaubender Kulisse, spannende Talks und aufregende Ideen, kühle Drinks, warmes Essen und relaxtes Networking: WestVisions Night ist das führende Event für die digitale Community im Westen und schlägt die Brücke zwischen Technologie, Wirtschaft, Kunst und Gesellschaft.Die Statistik ""Entwicklung der Besucherzahlen der WestVisions Night 2016 - 2019"" zeigt auf wie sich die Besucherzahlen bei den letzten Veranstaltungen entwickelt haben.<br />Die Statistik wird im CSV, PNG, Excel und PDF-Format zur Verfügung gestellt.",52a15bb4-6b65-4a66-9eb1-e4d93c18e2f7,Creative Commons Namensnennung (CC-BY),"Bildung, Kultur und Sport,Wissenschaft und Technologie",2020-01-28T04:56:33.370509,Duisburg,https://open.nrw/dataset/westvisions-night-du,,,,,
