dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage
Privatunterkünfte und Übernachtungsmöglichkeiten in Gelsenkirchen,Tourismus - Privatunterkünfte,Tourismus,Privatunterkünfte,Infrastrukturdaten über Privatunterkünfte&nbsp;der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Unterkunft<br />Name: Name der&nbsp;Unterkunft<br />Art: Art der&nbsp;Unterkunft<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname des Standorts der&nbsp;Unterkunft<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse der&nbsp;Unterkunft<br />Internet: Internetadresse der Unterkunft<br />Info: Nähere Information zur Unterkunft<br />Barrierefrei (Inklusion): Barrierefreiheit der Unterkunft (ja/nein),7acbd43c-48c4-4977-ad7d-2905954aba4a,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:56:08.618858,Gelsenkirchen,https://open.nrw/dataset/privatunterkuenfte-und-uebernachtungsmoeglichkeiten-gelsenkirchen-ge
Radverkehr (Verleihpunkte und Radstationen) in Gelsenkirchen,Radverkehr - Stellplätze,Radverkehr,Stellplätze,Infrastrukturdaten über den Radverkehr (Verleihpunkte und Radstationen) in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer des&nbsp;Objekts<br />Name: Name des&nbsp;Objekts<br />Art: Art des Objekts<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse des Objekts<br />Info: Nähere Information zum Objekt<br />Barrierefrei (Inklusion): Barrierefreiheit des Objekts (ja/nein),2cd2bf77-c1b3-4b84-aa97-40fe5157f692,Datenlizenz Deutschland Namensnennung 2.0,"Umwelt,Verkehr",2019-10-21T05:56:22.780010,Gelsenkirchen,https://open.nrw/dataset/radverkehr-verleihpunkte-und-radstationen-gelsenkirchen-ge
Rathaus und Bürgerservice,Bürgerservice - Produkte,Bürgerservice,Produkte,Infrastrukturdaten über die&nbsp;Bürgerserviceeinrichtungen der Stadt Gelsenkirchen.Erfasste Bürgerserviceeinrichtungen:<br />Stadtverwaltung<br />PolizeiSpaltenbeschreibungen:<br />ID: Identifikationsnummer der Serviceeinrichtung<br />Name: Name der Serviceeinrichtung<br />Art: Art der Serviceeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Serviceeinrichtung<br />Info: Nähere Information zur Serviceeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Serviceeinrichtung (ja/nein),add86b4c-24c1-46fd-af8a-9c0f35006ab8,Datenlizenz Deutschland Namensnennung 2.0,Regierung und öffentlicher Sektor,2019-10-21T05:54:44.973327,Gelsenkirchen,https://open.nrw/dataset/rathaus-und-buergerservice-ge
Rehabilitation in Gelsenkirchen,Soziale Hilfen - Einrichtungen,Soziale Hilfen,Einrichtungen,Infrastrukturdaten über Rehabilitationsstellen in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Sozialeinrichtung<br />Name: Name der Sozialeinrichtung<br />Art: Art der Sozialeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Sozialeinrichtung<br />Info: Nähere Information zur Sozialeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Sozialeinrichtung (ja/nein) ,23c20e3d-ada5-426b-9d82-f4b4a613bdba,Datenlizenz Deutschland Namensnennung 2.0,Gesundheit,2019-10-21T05:58:21.807780,Gelsenkirchen,https://open.nrw/dataset/rehabilitation-gelsenkirchen-ge
Religionzugehörigkeit auf Stadtteilebene,Bevölkerung - Religionszugehörigkeit,Bevölkerung,Religionszugehörigkeit,"Bevölkerung am Ort der Hauptwohnung<br />Auswertungsmerkmal: Stadtteil, Religionzugehörigkeit<br />Herausgeber: Stadt Gelsenkirchen, R3/1 Statistik und Monitoring, statistikstelle@gelsenkirchen.de<br />Quelle: Eigene Berechnungen auf Basis der Einwohnerdatenbank<br /><br />Erläuterung zum Anonymisierungsverfahren<br />Die Werte sind ganzzahlig, teilbar durch 3, gerundet worden.<br />Beispiel:<br />Bevölkerungszahl = 0 oder 1 wird der Wert 0 angezeigt<br />Bevölkerungszahl = 2 oder 3 wird der Wert 3 angezeigt<br />Bevölkerungszahl größer 3 wird der nächst liegende Wert teilbar durch 3 angezeigt<br />Durch Rundung verloren gegangene Summenwerte können bei größeren Merkmalswerten vernachlässigt werden.<br /><br />STICHTAG: Stichtag<br />STADTTEIL ID: Stadtteil_ID<br />STADTTEIL: Stadtteil<br />ev: evangelische Bevölkerung<br />rk: römisch-katholische Bevölkerung<br />sonstige und keine: Bevölkerung weiterer Religionen oder ohne Angabe<br />Gesamtbevoelkerung: Gesamtbevölkerung<br />%-Anteil ev an Gesamtbevoelkerung: Anteil evangelischer Bevölkerung an Gesamtbevölkerung<br />%-Anteil rk an Gesamtbevoelkerung: Anteil römisch-katholischer Bevölkerung an Gesamtbevölkerung<br />%-Anteil sonstige und keine an Gesamtbevoelkerung: Anteil der Bevölkerung weiterer Religionen oder ohne Angabe an Gesamtbevölkerung<br /><br />Nutzungsbedingungen: Die Statistikstelle verweist auf die Urheberrechte der Stadt Gelsenkirchen, https://www.gelsenkirchen.de/de/_funktionsnavigation/impressum.aspx",e6c5f09c-f34a-4a00-9831-5266a97384aa,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T06:03:24.788179,Gelsenkirchen,https://open.nrw/dataset/religionzugehoerigkeit-auf-stadtteilebene-ge
Schulische Bildung (Einrichtungen in Gelsenkirchen),Schulen - Einrichtungen,Schulen,Einrichtungen,Infrastrukturdaten über die Bildungseinrichtungen der Stadt Gelsenkirchen.Erfasste Bildungseinrichtungen:<br />Berufskollegs<br />Förderschulen<br />Gesamtschulen<br />Grundschulen<br />Gymnasien<br />Hauptschulen<br />Realschulen<br />Sekundarschulen<br /><br />Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Einrichtung<br />Name: Name der Einrichtung<br />Art: Art der Einrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Einrichtung<br />Info: Nähere Information zur Einrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Einrichtung (ja/nein),303be1cd-cdc2-4831-a507-3c89affbdbde,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport,Wissenschaft und Technologie",2019-10-21T05:54:50.929796,Gelsenkirchen,https://open.nrw/dataset/schulische-bildung-einrichtungen-gelsenkirchen-ge
Schwimmbäder in Gelsenkirchen,Freizeit - Bäder,Freizeit,Bäder,Infrastrukturdaten über die Schwimmbäder in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Einrichtung<br />Name: Name der Einrichtung<br />Art: Art der Einrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />Bezirk: Bezirk der Einrichtung<br />Stadtteil: Stadtteil der Einrichtung<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Info: Nähere Information zur Einrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Einrichtung (ja/nein),845a8eeb-b50c-43da-af10-6bd4740c3698,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:59:34.013663,Gelsenkirchen,https://open.nrw/dataset/schwimmbaeder-gelsenkirchen-ge
Senioren- und Pflegeheime in Gelsenkirchen,Senioren - Einrichtungen,Senioren,Einrichtungen,Infrastrukturdaten über Senioren- und Pflegeheime in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Sozialeinrichtung<br />Name: Name der Sozialeinrichtung<br />Art: Art der Sozialeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Latitude: Geographische Koordinate - Breitengrad<br />Longitude: Geographische Koordinate - Längengrad<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Sozialeinrichtung<br />Info: Nähere Information zur Sozialeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Sozialeinrichtung (ja/nein),cd461572-80e0-4f2b-b92d-db3fad7b8589,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T05:58:45.402085,Gelsenkirchen,https://open.nrw/dataset/senioren-und-pflegeheime-gelsenkirchen-ge
Seniorenbegegnungsstätten in Gelsenkirchen,Senioren - Einrichtungen,Senioren,Einrichtungen,Infrastrukturdaten über Seniorenbegegnungstätten in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Sozialeinrichtung<br />Name: Name der Sozialeinrichtung<br />Art: Art der Sozialeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Sozialeinrichtung<br />Info: Nähere Information zur Sozialeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Sozialeinrichtung (ja/nein),bf424c8e-bb51-4b91-bc4f-579065147438,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Bildung, Kultur und Sport",2019-10-21T05:58:34.619875,Gelsenkirchen,https://open.nrw/dataset/seniorenbegegnungsstaetten-gelsenkirchen-ge
Spielen und Freizeit Gelsenkirchen,Freizeit - Einrichtungen,Freizeit,Einrichtungen,Infrastrukturdaten über die&nbsp;Spiel- und Freizeitanlagen der Stadt Gelsenkirchen.Erfasste Anlagen:<br />Spielfläche<br />Trendsportanlage<br />SpielpunkteSpaltenbeschreibungen:<br />ID: Identifikationsnummer der Anlage<br />Name: Name der Anlage<br />Art: Art der Anlage<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Latitude:&nbsp;Geographische Koordinate - Breitengrad<br />Longitude:&nbsp;Geographische Koordinate - Längengrad<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Anlage<br />Info: Nähere Information zur Anlage<br />Barrierefrei (Inklusion): Barrierefreiheit der Anlage (ja/nein)<br />Spielbezirknummer: Spielbezirknummer der Anlage,2f6543de-681e-4ac0-8e6d-bd8e0c49cf67,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:55:55.425115,Gelsenkirchen,https://open.nrw/dataset/spielen-und-freizeit-gelsenkirchen-ge
Spielpunkte in Gelsenkirchen,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,Infrastrukturdaten über die öffentlichen Spielpunkte der Stadt Gelsenkirchen.Spaltenbeschreibungen<br />ID: Identifikationsnummer der Anlage<br />Name: Name der Anlage<br />Art: Art der Anlage<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname des Standorts der Anlage<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Anlage<br />Info: Nähere Information zur Anlage<br />Barrierefrei (Inklusion): Barrierefreiheit der Anlage(ja/nein)<br />Schulnummer: Schulnummer des Spielpunkts,7f2dfd9c-7aec-4d8e-87b7-918d7581b7e1,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:55:59.648157,Gelsenkirchen,https://open.nrw/dataset/spielpunkte-gelsenkirchen-ge
Sportanlagen in Gelsenkirchen,Sport- und Spielstätten - Einrichtungen,Sport- und Spielstätten,Einrichtungen,&nbsp;Infrastrukturdaten über die&nbsp;Sportanlagen der Stadt GelsenkirchenID: Identifikationsnummer der Anlage<br />Name: Name der Anlage<br />Art: Art der Anlage<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname des Standorts der Anlage<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Anlage<br />Info: Nähere Information zur Anlage<br />Barrierefrei (Inklusion): Barrierefreiheit der Anlage (ja/nein),01ab42aa-6446-4b3d-a055-126604137ad3,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:56:04.074843,Gelsenkirchen,https://open.nrw/dataset/sportanlagen-gelsenkirchen-ge
Statistisches Straßenverzeichnis,Infrastruktur - Straßen,Infrastruktur,Straßen,"Statistisches Straßenverzeichnis<br />Statistikstelle Gelsenkirchen, Quelle: Einwohnerdatenbank, eigene Berechnungen<br />Nutzungsbedingungen: Die Statistikstelle verweist auf die Urheberrechte der Stadt Gelsenkirchen, https://www.gelsenkirchen.de/de/_funktionsnavigation/impressum.aspx",e000e049-6cd2-4aa3-94db-d9e5cf3d210b,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-21T06:03:26.165284,Gelsenkirchen,https://open.nrw/dataset/statistisches-strassenverzeichnis-ge
Straßenverzeichnis Gelsenkirchen,Infrastruktur - Straßen,Infrastruktur,Straßen,"Stadt Gelsenkirchen: Straßenverzeichnis Standard<br />Straßenverzeichnis der Stadt Gelsenkirchen mit folgenden Informationen zu<br />jeder Straße:<ul>	<li>Straßenname</li>	<li>Straßenschlüssel</li>	<li>Stadtteil</li>	<li>PLZ</li>	<li>Suchgitter</li>	<li>Lage im Straßennetz.</li></ul>Straßen, die durch mehrere Ortsteile/PLZ-Gebiete verlaufen erscheinen mehrfach in der Tabelle.<br />Liefert eine Übersicht über den Anfang und das Ende der Straße und die Ortsteile die sie durchläuft.Stadt Gelsenkirchen: Straßenverzeichnis Kurzfassung<br />Straßenverzeichnis der Stadt Gelsenkirchen in Kurzfassung. Im Gegensatz zum Standardstraßenverzeichnis enthält die Kurzfassung nur die Felder Straßenname und Straßenschlüssel. Jeder Straßenname und Straßenschlüssel wird nur einmal aufgeführt. Zum Abgleich mit eigenen Straßenverzeichnissen geeignet.",12e8fa62-dcff-4311-89fe-0f6bf3e6f12c,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-21T05:56:40.192644,Gelsenkirchen,https://open.nrw/dataset/strassenverzeichnis-gelsenkirchen-ge
Tageseinrichtungen für Kinder (Gelsenkirchen),Kindertageseinrichtungen - Kindertagestätten,Kindertageseinrichtungen,Kindertagestätten,Infrastrukturdaten über die Tageseinrichtungen für Kinder der Stadt Gelsenkirchen.Erfasste Einrichtungen:<br />Tageseinrichtungen für Kinder<br />Traeger: Art des Trägers<br />Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Einrichtung<br />Name: Name der Einrichtung<br />Art: Art der Einrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E_Mail: Email-Adresse<br />Internet: Internetadresse der Einrichtung<br />Info: Nähere Information zur Einrichtung<br />Barrierefrei: Barrierefreiheit (Inklusion) der Einrichtung (ja/nein)<br />Anzahl_der_Plaetze: Anzahl der Gesamtplätze in der Einrichtung<br />Anzahl_der_Gruppen:&nbsp;Anzahl der Gruppen in der Einrichtung<br />Betriebsnummer: Einheitlich&nbsp;landesweite Identifikationsnummer,58ab9d2d-73b3-4b24-b031-fe3554599769,Datenlizenz Deutschland Namensnennung 2.0,"Bevölkerung und Gesellschaft,Bildung, Kultur und Sport,Wissenschaft und Technologie",2019-10-21T05:55:07.607085,Gelsenkirchen,https://open.nrw/dataset/tageseinrichtungen-fuer-kinder-gelsenkirchen-ge
Tagespflegeeinrichtungen in Gelsenkirchen,Soziale Hilfen - Einrichtungen,Soziale Hilfen,Einrichtungen,Infrastrukturdaten über Tagespflegeeinrichtungen in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Sozialeinrichtung<br />Name: Name der Sozialeinrichtung<br />Art: Art der Sozialeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Sozialeinrichtung<br />Info: Nähere Information zur Sozialeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Sozialeinrichtung (ja/nein),15210f29-cb64-42f8-b964-3e7c572ec1a2,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T05:58:56.168961,Gelsenkirchen,https://open.nrw/dataset/tagespflegeeinrichtungen-gelsenkirchen-ge
Unterbringungen Demenzkranke in Gelsenkirchen,Soziale Hilfen - Einrichtungen,Soziale Hilfen,Einrichtungen,Infrastrukturdaten über Unterbringungen von Demenzkranken in der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer der Sozialeinrichtung<br />Name: Name der Sozialeinrichtung<br />Art: Art der Sozialeinrichtung<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse der Sozialeinrichtung<br />Info: Nähere Information zur Sozialeinrichtung<br />Barrierefrei (Inklusion): Barrierefreiheit der Sozialeinrichtung (ja/nein),dde51337-28cc-4f5a-a92c-1722f10f6e3d,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T05:59:06.621800,Gelsenkirchen,https://open.nrw/dataset/unterbringungen-demenzkranke-gelsenkirchen-ge
Veranstaltungen in Gelsenkirchen,Kultur - Veranstaltungen,Kultur,Veranstaltungen,"Wir stellen Ihnen hier einen Webservice zur Verfügung, über den Sie unsere Veranstaltungsdatenbank abfragen können.",1310ef9e-78c8-4d40-b151-78fabdced495,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:55:33.759394,Gelsenkirchen,https://open.nrw/dataset/veranstaltungen-gelsenkirchen-ge
Veranstaltungsorte in Gelsenkirchen,Kultur - Veranstaltungen,Kultur,Veranstaltungen,Infrastrukturdaten über Veranstaltungsorte in&nbsp;der Stadt Gelsenkirchen.Spaltenbeschreibungen:<br />ID: Identifikationsnummer des Veranstaltungsortes<br />Name: Name des Veranstaltungsortes<br />Art: Art des Veranstaltungsortes<br />PLZ: Postleitzahl<br />Ort: Ortsname<br />Strasse: Strassenname<br />X: X-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Y: Y-Geo-Koordinate nach Europäischem Terrestrisches Referenzsystem 1989 (ETRS89)<br />Telefon: Telefonnummer<br />Fax: Faxnummer<br />E-Mail: Email-Adresse<br />Internet: Internetadresse zum&nbsp;Veranstaltungsort<br />Info: Nähere Information zum Veranstaltungsort<br />Barrierefrei (Inklusion): Barrierefreiheit bezüglich&nbsp;des Veranstaltungsortes(ja/nein),72b22995-5f5d-4605-9918-cb5502e5ec45,Datenlizenz Deutschland Namensnennung 2.0,"Bildung, Kultur und Sport",2019-10-21T05:56:30.783557,Gelsenkirchen,https://open.nrw/dataset/veranstaltungsorte-gelsenkirchen-ge
